"""Notes""","""State of Residence""","""State of Residence Code""","""OE Gestational Age Recode 10""","""OE Gestational Age Recode 10 Code""","""Year""","""Year Code""","Births"
NA,"""Pennsylvania""","""42""","""Unknown or Not Stated""","""10""","""2017""","""2017""",218
NA,"""Pennsylvania""","""42""","""Unknown or Not Stated""","""10""","""2018""","""2018""",231
NA,"""Pennsylvania""","""42""","""Unknown or Not Stated""","""10""","""2019""","""2019""",211
NA,"""Pennsylvania""","""42""","""Unknown or Not Stated""","""10""","""2020""","""2020""",236
NA,"""Pennsylvania""","""42""","""Unknown or Not Stated""","""10""","""2021""","""2021""",203
NA,"""Rhode Island""","""44""","""20 - 27 weeks""","""02""","""2016""","""2016""",62
NA,"""Rhode Island""","""44""","""20 - 27 weeks""","""02""","""2017""","""2017""",75
NA,"""Rhode Island""","""44""","""20 - 27 weeks""","""02""","""2018""","""2018""",58
NA,"""Rhode Island""","""44""","""20 - 27 weeks""","""02""","""2019""","""2019""",68
NA,"""Rhode Island""","""44""","""20 - 27 weeks""","""02""","""2020""","""2020""",47
NA,"""Rhode Island""","""44""","""20 - 27 weeks""","""02""","""2021""","""2021""",57
NA,"""Rhode Island""","""44""","""28 - 31 weeks""","""03""","""2016""","""2016""",105
NA,"""Rhode Island""","""44""","""28 - 31 weeks""","""03""","""2017""","""2017""",93
NA,"""Rhode Island""","""44""","""28 - 31 weeks""","""03""","""2018""","""2018""",83
NA,"""Rhode Island""","""44""","""28 - 31 weeks""","""03""","""2019""","""2019""",74
NA,"""Rhode Island""","""44""","""28 - 31 weeks""","""03""","""2020""","""2020""",90
NA,"""Rhode Island""","""44""","""28 - 31 weeks""","""03""","""2021""","""2021""",85
NA,"""Rhode Island""","""44""","""32 - 35 weeks""","""04""","""2016""","""2016""",420
NA,"""Rhode Island""","""44""","""32 - 35 weeks""","""04""","""2017""","""2017""",404
NA,"""Rhode Island""","""44""","""32 - 35 weeks""","""04""","""2018""","""2018""",438
NA,"""Rhode Island""","""44""","""32 - 35 weeks""","""04""","""2019""","""2019""",398
NA,"""Rhode Island""","""44""","""32 - 35 weeks""","""04""","""2020""","""2020""",400
NA,"""Rhode Island""","""44""","""32 - 35 weeks""","""04""","""2021""","""2021""",459
NA,"""Rhode Island""","""44""","""36 weeks""","""05""","""2016""","""2016""",414
NA,"""Rhode Island""","""44""","""36 weeks""","""05""","""2017""","""2017""",303
NA,"""Rhode Island""","""44""","""36 weeks""","""05""","""2018""","""2018""",362
NA,"""Rhode Island""","""44""","""36 weeks""","""05""","""2019""","""2019""",426
NA,"""Rhode Island""","""44""","""36 weeks""","""05""","""2020""","""2020""",378
NA,"""Rhode Island""","""44""","""36 weeks""","""05""","""2021""","""2021""",405
NA,"""Rhode Island""","""44""","""37 - 39 weeks""","""06""","""2016""","""2016""",6529
NA,"""Rhode Island""","""44""","""37 - 39 weeks""","""06""","""2017""","""2017""",6424
NA,"""Rhode Island""","""44""","""37 - 39 weeks""","""06""","""2018""","""2018""",6408
NA,"""Rhode Island""","""44""","""37 - 39 weeks""","""06""","""2019""","""2019""",6401
NA,"""Rhode Island""","""44""","""37 - 39 weeks""","""06""","""2020""","""2020""",6388
NA,"""Rhode Island""","""44""","""37 - 39 weeks""","""06""","""2021""","""2021""",6612
NA,"""Rhode Island""","""44""","""40 weeks""","""07""","""2016""","""2016""",2318
NA,"""Rhode Island""","""44""","""40 weeks""","""07""","""2017""","""2017""",2294
NA,"""Rhode Island""","""44""","""40 weeks""","""07""","""2018""","""2018""",2205
NA,"""Rhode Island""","""44""","""40 weeks""","""07""","""2019""","""2019""",1992
NA,"""Rhode Island""","""44""","""40 weeks""","""07""","""2020""","""2020""",1980
NA,"""Rhode Island""","""44""","""40 weeks""","""07""","""2021""","""2021""",1987
NA,"""Rhode Island""","""44""","""41 weeks""","""08""","""2016""","""2016""",906
NA,"""Rhode Island""","""44""","""41 weeks""","""08""","""2017""","""2017""",998
NA,"""Rhode Island""","""44""","""41 weeks""","""08""","""2018""","""2018""",923
NA,"""Rhode Island""","""44""","""41 weeks""","""08""","""2019""","""2019""",791
NA,"""Rhode Island""","""44""","""41 weeks""","""08""","""2020""","""2020""",791
NA,"""Rhode Island""","""44""","""41 weeks""","""08""","""2021""","""2021""",826
NA,"""Rhode Island""","""44""","""42 weeks or more""","""09""","""2016""","""2016""",28
NA,"""Rhode Island""","""44""","""42 weeks or more""","""09""","""2017""","""2017""",33
NA,"""Rhode Island""","""44""","""42 weeks or more""","""09""","""2018""","""2018""",25
NA,"""Rhode Island""","""44""","""42 weeks or more""","""09""","""2019""","""2019""",19
NA,"""Rhode Island""","""44""","""42 weeks or more""","""09""","""2020""","""2020""",19
NA,"""Rhode Island""","""44""","""42 weeks or more""","""09""","""2021""","""2021""",25
NA,"""South Carolina""","""45""","""Under 20 weeks""","""01""","""2016""","""2016""",13
NA,"""South Carolina""","""45""","""Under 20 weeks""","""01""","""2017""","""2017""",18
NA,"""South Carolina""","""45""","""Under 20 weeks""","""01""","""2018""","""2018""",19
NA,"""South Carolina""","""45""","""Under 20 weeks""","""01""","""2019""","""2019""",28
NA,"""South Carolina""","""45""","""Under 20 weeks""","""01""","""2020""","""2020""",19
NA,"""South Carolina""","""45""","""Under 20 weeks""","""01""","""2021""","""2021""",22
NA,"""South Carolina""","""45""","""20 - 27 weeks""","""02""","""2016""","""2016""",464
NA,"""South Carolina""","""45""","""20 - 27 weeks""","""02""","""2017""","""2017""",450
NA,"""South Carolina""","""45""","""20 - 27 weeks""","""02""","""2018""","""2018""",447
NA,"""South Carolina""","""45""","""20 - 27 weeks""","""02""","""2019""","""2019""",439
NA,"""South Carolina""","""45""","""20 - 27 weeks""","""02""","""2020""","""2020""",427
NA,"""South Carolina""","""45""","""20 - 27 weeks""","""02""","""2021""","""2021""",457
NA,"""South Carolina""","""45""","""28 - 31 weeks""","""03""","""2016""","""2016""",659
NA,"""South Carolina""","""45""","""28 - 31 weeks""","""03""","""2017""","""2017""",625
NA,"""South Carolina""","""45""","""28 - 31 weeks""","""03""","""2018""","""2018""",617
NA,"""South Carolina""","""45""","""28 - 31 weeks""","""03""","""2019""","""2019""",677
NA,"""South Carolina""","""45""","""28 - 31 weeks""","""03""","""2020""","""2020""",585
NA,"""South Carolina""","""45""","""28 - 31 weeks""","""03""","""2021""","""2021""",652
NA,"""South Carolina""","""45""","""32 - 35 weeks""","""04""","""2016""","""2016""",2891
NA,"""South Carolina""","""45""","""32 - 35 weeks""","""04""","""2017""","""2017""",2917
NA,"""South Carolina""","""45""","""32 - 35 weeks""","""04""","""2018""","""2018""",2876
NA,"""South Carolina""","""45""","""32 - 35 weeks""","""04""","""2019""","""2019""",2969
NA,"""South Carolina""","""45""","""32 - 35 weeks""","""04""","""2020""","""2020""",2936
NA,"""South Carolina""","""45""","""32 - 35 weeks""","""04""","""2021""","""2021""",3066
NA,"""South Carolina""","""45""","""36 weeks""","""05""","""2016""","""2016""",2368
NA,"""South Carolina""","""45""","""36 weeks""","""05""","""2017""","""2017""",2386
NA,"""South Carolina""","""45""","""36 weeks""","""05""","""2018""","""2018""",2467
NA,"""South Carolina""","""45""","""36 weeks""","""05""","""2019""","""2019""",2426
NA,"""South Carolina""","""45""","""36 weeks""","""05""","""2020""","""2020""",2609
NA,"""South Carolina""","""45""","""36 weeks""","""05""","""2021""","""2021""",2706
NA,"""South Carolina""","""45""","""37 - 39 weeks""","""06""","""2016""","""2016""",37419
NA,"""South Carolina""","""45""","""37 - 39 weeks""","""06""","""2017""","""2017""",37877
NA,"""South Carolina""","""45""","""37 - 39 weeks""","""06""","""2018""","""2018""",38319
NA,"""South Carolina""","""45""","""37 - 39 weeks""","""06""","""2019""","""2019""",39799
NA,"""South Carolina""","""45""","""37 - 39 weeks""","""06""","""2020""","""2020""",39444
NA,"""South Carolina""","""45""","""37 - 39 weeks""","""06""","""2021""","""2021""",40418
NA,"""South Carolina""","""45""","""40 weeks""","""07""","""2016""","""2016""",10764
NA,"""South Carolina""","""45""","""40 weeks""","""07""","""2017""","""2017""",10333
NA,"""South Carolina""","""45""","""40 weeks""","""07""","""2018""","""2018""",9706
NA,"""South Carolina""","""45""","""40 weeks""","""07""","""2019""","""2019""",8955
NA,"""South Carolina""","""45""","""40 weeks""","""07""","""2020""","""2020""",8083
NA,"""South Carolina""","""45""","""40 weeks""","""07""","""2021""","""2021""",8229
NA,"""South Carolina""","""45""","""41 weeks""","""08""","""2016""","""2016""",2633
NA,"""South Carolina""","""45""","""41 weeks""","""08""","""2017""","""2017""",2314
NA,"""South Carolina""","""45""","""41 weeks""","""08""","""2018""","""2018""",2096
NA,"""South Carolina""","""45""","""41 weeks""","""08""","""2019""","""2019""",1655
NA,"""South Carolina""","""45""","""41 weeks""","""08""","""2020""","""2020""",1502
NA,"""South Carolina""","""45""","""41 weeks""","""08""","""2021""","""2021""",1515
NA,"""South Carolina""","""45""","""42 weeks or more""","""09""","""2016""","""2016""",116
NA,"""South Carolina""","""45""","""42 weeks or more""","""09""","""2017""","""2017""",83
NA,"""South Carolina""","""45""","""42 weeks or more""","""09""","""2018""","""2018""",100
NA,"""South Carolina""","""45""","""42 weeks or more""","""09""","""2019""","""2019""",73
NA,"""South Carolina""","""45""","""42 weeks or more""","""09""","""2020""","""2020""",81
NA,"""South Carolina""","""45""","""42 weeks or more""","""09""","""2021""","""2021""",96
NA,"""South Carolina""","""45""","""Unknown or Not Stated""","""10""","""2016""","""2016""",15
NA,"""South Carolina""","""45""","""Unknown or Not Stated""","""10""","""2017""","""2017""",26
NA,"""South Carolina""","""45""","""Unknown or Not Stated""","""10""","""2018""","""2018""",22
NA,"""South Carolina""","""45""","""Unknown or Not Stated""","""10""","""2019""","""2019""",17
NA,"""South Carolina""","""45""","""Unknown or Not Stated""","""10""","""2020""","""2020""",18
NA,"""South Carolina""","""45""","""Unknown or Not Stated""","""10""","""2021""","""2021""",24
NA,"""South Dakota""","""46""","""20 - 27 weeks""","""02""","""2016""","""2016""",43
NA,"""South Dakota""","""46""","""20 - 27 weeks""","""02""","""2017""","""2017""",62
NA,"""South Dakota""","""46""","""20 - 27 weeks""","""02""","""2018""","""2018""",44
NA,"""South Dakota""","""46""","""20 - 27 weeks""","""02""","""2019""","""2019""",60
NA,"""South Dakota""","""46""","""20 - 27 weeks""","""02""","""2020""","""2020""",50
NA,"""South Dakota""","""46""","""20 - 27 weeks""","""02""","""2021""","""2021""",47
NA,"""South Dakota""","""46""","""28 - 31 weeks""","""03""","""2016""","""2016""",101
NA,"""South Dakota""","""46""","""28 - 31 weeks""","""03""","""2017""","""2017""",99
NA,"""South Dakota""","""46""","""28 - 31 weeks""","""03""","""2018""","""2018""",93
NA,"""South Dakota""","""46""","""28 - 31 weeks""","""03""","""2019""","""2019""",90
NA,"""South Dakota""","""46""","""28 - 31 weeks""","""03""","""2020""","""2020""",81
NA,"""South Dakota""","""46""","""28 - 31 weeks""","""03""","""2021""","""2021""",79
NA,"""South Dakota""","""46""","""32 - 35 weeks""","""04""","""2016""","""2016""",495
NA,"""South Dakota""","""46""","""32 - 35 weeks""","""04""","""2017""","""2017""",489
NA,"""South Dakota""","""46""","""32 - 35 weeks""","""04""","""2018""","""2018""",462
NA,"""South Dakota""","""46""","""32 - 35 weeks""","""04""","""2019""","""2019""",470
NA,"""South Dakota""","""46""","""32 - 35 weeks""","""04""","""2020""","""2020""",436
NA,"""South Dakota""","""46""","""32 - 35 weeks""","""04""","""2021""","""2021""",516
NA,"""South Dakota""","""46""","""36 weeks""","""05""","""2016""","""2016""",458
NA,"""South Dakota""","""46""","""36 weeks""","""05""","""2017""","""2017""",468
NA,"""South Dakota""","""46""","""36 weeks""","""05""","""2018""","""2018""",519
NA,"""South Dakota""","""46""","""36 weeks""","""05""","""2019""","""2019""",469
NA,"""South Dakota""","""46""","""36 weeks""","""05""","""2020""","""2020""",458
NA,"""South Dakota""","""46""","""36 weeks""","""05""","""2021""","""2021""",552
NA,"""South Dakota""","""46""","""37 - 39 weeks""","""06""","""2016""","""2016""",7372
NA,"""South Dakota""","""46""","""37 - 39 weeks""","""06""","""2017""","""2017""",7337
NA,"""South Dakota""","""46""","""37 - 39 weeks""","""06""","""2018""","""2018""",7443
NA,"""South Dakota""","""46""","""37 - 39 weeks""","""06""","""2019""","""2019""",7405
NA,"""South Dakota""","""46""","""37 - 39 weeks""","""06""","""2020""","""2020""",7270
NA,"""South Dakota""","""46""","""37 - 39 weeks""","""06""","""2021""","""2021""",7680
NA,"""South Dakota""","""46""","""40 weeks""","""07""","""2016""","""2016""",2778
NA,"""South Dakota""","""46""","""40 weeks""","""07""","""2017""","""2017""",2693
NA,"""South Dakota""","""46""","""40 weeks""","""07""","""2018""","""2018""",2533
NA,"""South Dakota""","""46""","""40 weeks""","""07""","""2019""","""2019""",2261
NA,"""South Dakota""","""46""","""40 weeks""","""07""","""2020""","""2020""",2050
NA,"""South Dakota""","""46""","""40 weeks""","""07""","""2021""","""2021""",1974
NA,"""South Dakota""","""46""","""41 weeks""","""08""","""2016""","""2016""",932
NA,"""South Dakota""","""46""","""41 weeks""","""08""","""2017""","""2017""",903
NA,"""South Dakota""","""46""","""41 weeks""","""08""","""2018""","""2018""",713
NA,"""South Dakota""","""46""","""41 weeks""","""08""","""2019""","""2019""",654
NA,"""South Dakota""","""46""","""41 weeks""","""08""","""2020""","""2020""",560
NA,"""South Dakota""","""46""","""41 weeks""","""08""","""2021""","""2021""",480
NA,"""South Dakota""","""46""","""42 weeks or more""","""09""","""2016""","""2016""",88
NA,"""South Dakota""","""46""","""42 weeks or more""","""09""","""2017""","""2017""",63
NA,"""South Dakota""","""46""","""42 weeks or more""","""09""","""2018""","""2018""",71
NA,"""South Dakota""","""46""","""42 weeks or more""","""09""","""2019""","""2019""",31
NA,"""South Dakota""","""46""","""42 weeks or more""","""09""","""2020""","""2020""",35
NA,"""South Dakota""","""46""","""42 weeks or more""","""09""","""2021""","""2021""",34
NA,"""South Dakota""","""46""","""Unknown or Not Stated""","""10""","""2017""","""2017""",13
NA,"""South Dakota""","""46""","""Unknown or Not Stated""","""10""","""2018""","""2018""",11
NA,"""South Dakota""","""46""","""Unknown or Not Stated""","""10""","""2020""","""2020""",15
NA,"""Tennessee""","""47""","""Under 20 weeks""","""01""","""2016""","""2016""",25
NA,"""Tennessee""","""47""","""Under 20 weeks""","""01""","""2017""","""2017""",23
NA,"""Tennessee""","""47""","""Under 20 weeks""","""01""","""2018""","""2018""",17
NA,"""Tennessee""","""47""","""Under 20 weeks""","""01""","""2019""","""2019""",31
NA,"""Tennessee""","""47""","""Under 20 weeks""","""01""","""2020""","""2020""",22
NA,"""Tennessee""","""47""","""Under 20 weeks""","""01""","""2021""","""2021""",18
NA,"""Tennessee""","""47""","""20 - 27 weeks""","""02""","""2016""","""2016""",541
NA,"""Tennessee""","""47""","""20 - 27 weeks""","""02""","""2017""","""2017""",525
NA,"""Tennessee""","""47""","""20 - 27 weeks""","""02""","""2018""","""2018""",562
NA,"""Tennessee""","""47""","""20 - 27 weeks""","""02""","""2019""","""2019""",533
NA,"""Tennessee""","""47""","""20 - 27 weeks""","""02""","""2020""","""2020""",503
NA,"""Tennessee""","""47""","""20 - 27 weeks""","""02""","""2021""","""2021""",522
NA,"""Tennessee""","""47""","""28 - 31 weeks""","""03""","""2016""","""2016""",924
NA,"""Tennessee""","""47""","""28 - 31 weeks""","""03""","""2017""","""2017""",777
NA,"""Tennessee""","""47""","""28 - 31 weeks""","""03""","""2018""","""2018""",862
NA,"""Tennessee""","""47""","""28 - 31 weeks""","""03""","""2019""","""2019""",837
NA,"""Tennessee""","""47""","""28 - 31 weeks""","""03""","""2020""","""2020""",827
NA,"""Tennessee""","""47""","""28 - 31 weeks""","""03""","""2021""","""2021""",825
NA,"""Tennessee""","""47""","""32 - 35 weeks""","""04""","""2016""","""2016""",4085
NA,"""Tennessee""","""47""","""32 - 35 weeks""","""04""","""2017""","""2017""",3994
NA,"""Tennessee""","""47""","""32 - 35 weeks""","""04""","""2018""","""2018""",3941
NA,"""Tennessee""","""47""","""32 - 35 weeks""","""04""","""2019""","""2019""",3956
NA,"""Tennessee""","""47""","""32 - 35 weeks""","""04""","""2020""","""2020""",3852
NA,"""Tennessee""","""47""","""32 - 35 weeks""","""04""","""2021""","""2021""",4131
NA,"""Tennessee""","""47""","""36 weeks""","""05""","""2016""","""2016""",3510
NA,"""Tennessee""","""47""","""36 weeks""","""05""","""2017""","""2017""",3643
NA,"""Tennessee""","""47""","""36 weeks""","""05""","""2018""","""2018""",3529
NA,"""Tennessee""","""47""","""36 weeks""","""05""","""2019""","""2019""",3636
NA,"""Tennessee""","""47""","""36 weeks""","""05""","""2020""","""2020""",3390
NA,"""Tennessee""","""47""","""36 weeks""","""05""","""2021""","""2021""",3722
NA,"""Tennessee""","""47""","""37 - 39 weeks""","""06""","""2016""","""2016""",53366
NA,"""Tennessee""","""47""","""37 - 39 weeks""","""06""","""2017""","""2017""",54157
NA,"""Tennessee""","""47""","""37 - 39 weeks""","""06""","""2018""","""2018""",54418
NA,"""Tennessee""","""47""","""37 - 39 weeks""","""06""","""2019""","""2019""",55056
NA,"""Tennessee""","""47""","""37 - 39 weeks""","""06""","""2020""","""2020""",54104
NA,"""Tennessee""","""47""","""37 - 39 weeks""","""06""","""2021""","""2021""",56351
NA,"""Tennessee""","""47""","""40 weeks""","""07""","""2016""","""2016""",14299
NA,"""Tennessee""","""47""","""40 weeks""","""07""","""2017""","""2017""",14356
NA,"""Tennessee""","""47""","""40 weeks""","""07""","""2018""","""2018""",13887
NA,"""Tennessee""","""47""","""40 weeks""","""07""","""2019""","""2019""",13274
NA,"""Tennessee""","""47""","""40 weeks""","""07""","""2020""","""2020""",13085
NA,"""Tennessee""","""47""","""40 weeks""","""07""","""2021""","""2021""",13229
NA,"""Tennessee""","""47""","""41 weeks""","""08""","""2016""","""2016""",3390
NA,"""Tennessee""","""47""","""41 weeks""","""08""","""2017""","""2017""",3170
NA,"""Tennessee""","""47""","""41 weeks""","""08""","""2018""","""2018""",3142
NA,"""Tennessee""","""47""","""41 weeks""","""08""","""2019""","""2019""",2841
NA,"""Tennessee""","""47""","""41 weeks""","""08""","""2020""","""2020""",2676
NA,"""Tennessee""","""47""","""41 weeks""","""08""","""2021""","""2021""",2672
NA,"""Tennessee""","""47""","""42 weeks or more""","""09""","""2016""","""2016""",200
NA,"""Tennessee""","""47""","""42 weeks or more""","""09""","""2017""","""2017""",202
NA,"""Tennessee""","""47""","""42 weeks or more""","""09""","""2018""","""2018""",183
NA,"""Tennessee""","""47""","""42 weeks or more""","""09""","""2019""","""2019""",176
NA,"""Tennessee""","""47""","""42 weeks or more""","""09""","""2020""","""2020""",183
NA,"""Tennessee""","""47""","""42 weeks or more""","""09""","""2021""","""2021""",188
NA,"""Tennessee""","""47""","""Unknown or Not Stated""","""10""","""2016""","""2016""",467
NA,"""Tennessee""","""47""","""Unknown or Not Stated""","""10""","""2017""","""2017""",169
NA,"""Tennessee""","""47""","""Unknown or Not Stated""","""10""","""2018""","""2018""",210
NA,"""Tennessee""","""47""","""Unknown or Not Stated""","""10""","""2019""","""2019""",110
NA,"""Tennessee""","""47""","""Unknown or Not Stated""","""10""","""2020""","""2020""",47
NA,"""Tennessee""","""47""","""Unknown or Not Stated""","""10""","""2021""","""2021""",59
NA,"""Texas""","""48""","""Under 20 weeks""","""01""","""2016""","""2016""",117
NA,"""Texas""","""48""","""Under 20 weeks""","""01""","""2017""","""2017""",157
NA,"""Texas""","""48""","""Under 20 weeks""","""01""","""2018""","""2018""",144
NA,"""Texas""","""48""","""Under 20 weeks""","""01""","""2019""","""2019""",140
NA,"""Texas""","""48""","""Under 20 weeks""","""01""","""2020""","""2020""",174
NA,"""Texas""","""48""","""Under 20 weeks""","""01""","""2021""","""2021""",139
NA,"""Texas""","""48""","""20 - 27 weeks""","""02""","""2016""","""2016""",2649
NA,"""Texas""","""48""","""20 - 27 weeks""","""02""","""2017""","""2017""",2591
NA,"""Texas""","""48""","""20 - 27 weeks""","""02""","""2018""","""2018""",2500
NA,"""Texas""","""48""","""20 - 27 weeks""","""02""","""2019""","""2019""",2517
NA,"""Texas""","""48""","""20 - 27 weeks""","""02""","""2020""","""2020""",2414
NA,"""Texas""","""48""","""20 - 27 weeks""","""02""","""2021""","""2021""",2455
NA,"""Texas""","""48""","""28 - 31 weeks""","""03""","""2016""","""2016""",3827
NA,"""Texas""","""48""","""28 - 31 weeks""","""03""","""2017""","""2017""",3647
NA,"""Texas""","""48""","""28 - 31 weeks""","""03""","""2018""","""2018""",3538
NA,"""Texas""","""48""","""28 - 31 weeks""","""03""","""2019""","""2019""",3550
NA,"""Texas""","""48""","""28 - 31 weeks""","""03""","""2020""","""2020""",3490
NA,"""Texas""","""48""","""28 - 31 weeks""","""03""","""2021""","""2021""",3733
NA,"""Texas""","""48""","""32 - 35 weeks""","""04""","""2016""","""2016""",18428
NA,"""Texas""","""48""","""32 - 35 weeks""","""04""","""2017""","""2017""",17776
NA,"""Texas""","""48""","""32 - 35 weeks""","""04""","""2018""","""2018""",18137
NA,"""Texas""","""48""","""32 - 35 weeks""","""04""","""2019""","""2019""",18384
NA,"""Texas""","""48""","""32 - 35 weeks""","""04""","""2020""","""2020""",17440
NA,"""Texas""","""48""","""32 - 35 weeks""","""04""","""2021""","""2021""",19049
NA,"""Texas""","""48""","""36 weeks""","""05""","""2016""","""2016""",16367
NA,"""Texas""","""48""","""36 weeks""","""05""","""2017""","""2017""",16232
NA,"""Texas""","""48""","""36 weeks""","""05""","""2018""","""2018""",16480
NA,"""Texas""","""48""","""36 weeks""","""05""","""2019""","""2019""",17043
NA,"""Texas""","""48""","""36 weeks""","""05""","""2020""","""2020""",16193
NA,"""Texas""","""48""","""36 weeks""","""05""","""2021""","""2021""",17142
NA,"""Texas""","""48""","""37 - 39 weeks""","""06""","""2016""","""2016""",270354
NA,"""Texas""","""48""","""37 - 39 weeks""","""06""","""2017""","""2017""",261014
NA,"""Texas""","""48""","""37 - 39 weeks""","""06""","""2018""","""2018""",262598
NA,"""Texas""","""48""","""37 - 39 weeks""","""06""","""2019""","""2019""",267212
NA,"""Texas""","""48""","""37 - 39 weeks""","""06""","""2020""","""2020""",262812
NA,"""Texas""","""48""","""37 - 39 weeks""","""06""","""2021""","""2021""",265413
NA,"""Texas""","""48""","""40 weeks""","""07""","""2016""","""2016""",69228
NA,"""Texas""","""48""","""40 weeks""","""07""","""2017""","""2017""",64967
NA,"""Texas""","""48""","""40 weeks""","""07""","""2018""","""2018""",60681
NA,"""Texas""","""48""","""40 weeks""","""07""","""2019""","""2019""",56123
NA,"""Texas""","""48""","""40 weeks""","""07""","""2020""","""2020""",53985
NA,"""Texas""","""48""","""40 weeks""","""07""","""2021""","""2021""",53645
NA,"""Texas""","""48""","""41 weeks""","""08""","""2016""","""2016""",15394
NA,"""Texas""","""48""","""41 weeks""","""08""","""2017""","""2017""",14226
NA,"""Texas""","""48""","""41 weeks""","""08""","""2018""","""2018""",13376
NA,"""Texas""","""48""","""41 weeks""","""08""","""2019""","""2019""",11835
NA,"""Texas""","""48""","""41 weeks""","""08""","""2020""","""2020""",10788
NA,"""Texas""","""48""","""41 weeks""","""08""","""2021""","""2021""",11103
NA,"""Texas""","""48""","""42 weeks or more""","""09""","""2016""","""2016""",1308
NA,"""Texas""","""48""","""42 weeks or more""","""09""","""2017""","""2017""",1193
NA,"""Texas""","""48""","""42 weeks or more""","""09""","""2018""","""2018""",1075
NA,"""Texas""","""48""","""42 weeks or more""","""09""","""2019""","""2019""",750
NA,"""Texas""","""48""","""42 weeks or more""","""09""","""2020""","""2020""",809
NA,"""Texas""","""48""","""42 weeks or more""","""09""","""2021""","""2021""",813
NA,"""Texas""","""48""","""Unknown or Not Stated""","""10""","""2016""","""2016""",375
NA,"""Texas""","""48""","""Unknown or Not Stated""","""10""","""2017""","""2017""",247
NA,"""Texas""","""48""","""Unknown or Not Stated""","""10""","""2018""","""2018""",95
NA,"""Texas""","""48""","""Unknown or Not Stated""","""10""","""2019""","""2019""",45
NA,"""Texas""","""48""","""Unknown or Not Stated""","""10""","""2020""","""2020""",85
NA,"""Texas""","""48""","""Unknown or Not Stated""","""10""","""2021""","""2021""",102
NA,"""Utah""","""49""","""Under 20 weeks""","""01""","""2016""","""2016""",17
NA,"""Utah""","""49""","""Under 20 weeks""","""01""","""2017""","""2017""",17
NA,"""Utah""","""49""","""Under 20 weeks""","""01""","""2018""","""2018""",24
NA,"""Utah""","""49""","""Under 20 weeks""","""01""","""2019""","""2019""",19
NA,"""Utah""","""49""","""Under 20 weeks""","""01""","""2020""","""2020""",11
NA,"""Utah""","""49""","""Under 20 weeks""","""01""","""2021""","""2021""",11
NA,"""Utah""","""49""","""20 - 27 weeks""","""02""","""2016""","""2016""",236
NA,"""Utah""","""49""","""20 - 27 weeks""","""02""","""2017""","""2017""",258
NA,"""Utah""","""49""","""20 - 27 weeks""","""02""","""2018""","""2018""",221
NA,"""Utah""","""49""","""20 - 27 weeks""","""02""","""2019""","""2019""",221
NA,"""Utah""","""49""","""20 - 27 weeks""","""02""","""2020""","""2020""",215
NA,"""Utah""","""49""","""20 - 27 weeks""","""02""","""2021""","""2021""",215
NA,"""Utah""","""49""","""28 - 31 weeks""","""03""","""2016""","""2016""",431
NA,"""Utah""","""49""","""28 - 31 weeks""","""03""","""2017""","""2017""",368
NA,"""Utah""","""49""","""28 - 31 weeks""","""03""","""2018""","""2018""",355
NA,"""Utah""","""49""","""28 - 31 weeks""","""03""","""2019""","""2019""",322
NA,"""Utah""","""49""","""28 - 31 weeks""","""03""","""2020""","""2020""",352
NA,"""Utah""","""49""","""28 - 31 weeks""","""03""","""2021""","""2021""",387
NA,"""Utah""","""49""","""32 - 35 weeks""","""04""","""2016""","""2016""",2111
NA,"""Utah""","""49""","""32 - 35 weeks""","""04""","""2017""","""2017""",1999
NA,"""Utah""","""49""","""32 - 35 weeks""","""04""","""2018""","""2018""",1948
NA,"""Utah""","""49""","""32 - 35 weeks""","""04""","""2019""","""2019""",2084
NA,"""Utah""","""49""","""32 - 35 weeks""","""04""","""2020""","""2020""",1853
NA,"""Utah""","""49""","""32 - 35 weeks""","""04""","""2021""","""2021""",2076
NA,"""Utah""","""49""","""36 weeks""","""05""","""2016""","""2016""",2056
NA,"""Utah""","""49""","""36 weeks""","""05""","""2017""","""2017""",1946
NA,"""Utah""","""49""","""36 weeks""","""05""","""2018""","""2018""",1897
NA,"""Utah""","""49""","""36 weeks""","""05""","""2019""","""2019""",1913
NA,"""Utah""","""49""","""36 weeks""","""05""","""2020""","""2020""",1810
NA,"""Utah""","""49""","""36 weeks""","""05""","""2021""","""2021""",1932
NA,"""Utah""","""49""","""37 - 39 weeks""","""06""","""2016""","""2016""",34486
NA,"""Utah""","""49""","""37 - 39 weeks""","""06""","""2017""","""2017""",33144
NA,"""Utah""","""49""","""37 - 39 weeks""","""06""","""2018""","""2018""",32686
NA,"""Utah""","""49""","""37 - 39 weeks""","""06""","""2019""","""2019""",33729
NA,"""Utah""","""49""","""37 - 39 weeks""","""06""","""2020""","""2020""",33407
NA,"""Utah""","""49""","""37 - 39 weeks""","""06""","""2021""","""2021""",33977
NA,"""Utah""","""49""","""40 weeks""","""07""","""2016""","""2016""",8416
NA,"""Utah""","""49""","""40 weeks""","""07""","""2017""","""2017""",8233
NA,"""Utah""","""49""","""40 weeks""","""07""","""2018""","""2018""",7731
NA,"""Utah""","""49""","""40 weeks""","""07""","""2019""","""2019""",6908
NA,"""Utah""","""49""","""40 weeks""","""07""","""2020""","""2020""",6606
NA,"""Utah""","""49""","""40 weeks""","""07""","""2021""","""2021""",6576
NA,"""Utah""","""49""","""41 weeks""","""08""","""2016""","""2016""",2583
